"","date","series_id","value","realtime_start","realtime_end","units","topics","tags","seasonal_adj","geography","geography_type","name","notes"
"2976",2020-03-01,"EXPMANCA",11542.722192,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2977",2020-04-01,"EXPMANCA",8838.810033,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2978",2020-05-01,"EXPMANCA",8976.620446,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2979",2020-06-01,"EXPMANCA",10163.206992,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2980",2020-07-01,"EXPMANCA",11876.260339,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2981",2020-08-01,"EXPMANCA",11350.771516,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2982",2020-09-01,"EXPMANCA",10993.336436,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2983",2020-10-01,"EXPMANCA",12371.880637,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2984",2020-11-01,"EXPMANCA",11830.864887,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2985",2020-12-01,"EXPMANCA",11941.390138,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2986",2021-01-01,"EXPMANCA",11535.093954,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2987",2021-02-01,"EXPMANCA",11127.395777,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2988",2021-03-01,"EXPMANCA",12438.083993,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2989",2021-04-01,"EXPMANCA",12939.399264,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2990",2021-05-01,"EXPMANCA",12661.113564,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2991",2021-06-01,"EXPMANCA",12800.954238,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2992",2021-07-01,"EXPMANCA",12868.004769,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2993",2021-08-01,"EXPMANCA",12733.197268,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2994",2021-09-01,"EXPMANCA",12039.414432,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2995",2021-10-01,"EXPMANCA",13072.047472,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2996",2021-11-01,"EXPMANCA",12340.776384,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2997",2021-12-01,"EXPMANCA",12538.066215,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2998",2022-01-01,"EXPMANCA",11800.02843,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"2999",2022-02-01,"EXPMANCA",12438.983896,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3000",2022-03-01,"EXPMANCA",14801.32328,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3001",2022-04-01,"EXPMANCA",13714.658217,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3002",2022-05-01,"EXPMANCA",13842.936211,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3003",2022-06-01,"EXPMANCA",14087.603629,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3004",2022-07-01,"EXPMANCA",13537.61722,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3005",2022-08-01,"EXPMANCA",13733.371489,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3006",2022-09-01,"EXPMANCA",13416.920572,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3007",2022-10-01,"EXPMANCA",13695.739676,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3008",2022-11-01,"EXPMANCA",12918.79781,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3009",2022-12-01,"EXPMANCA",13315.75519,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3010",2023-01-01,"EXPMANCA",13027.478339,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3011",2023-02-01,"EXPMANCA",11631.666486,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3012",2023-03-01,"EXPMANCA",14097.373074,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3013",2023-04-01,"EXPMANCA",12488.90386,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3014",2023-05-01,"EXPMANCA",13065.231105,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3015",2023-06-01,"EXPMANCA",13617.925578,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3016",2023-07-01,"EXPMANCA",12233.553944,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3017",2023-08-01,"EXPMANCA",12955.84794,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3018",2023-09-01,"EXPMANCA",13167.400202,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3019",2023-10-01,"EXPMANCA",13431.772659,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3020",2023-11-01,"EXPMANCA",12654.822469,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3021",2023-12-01,"EXPMANCA",12705.285765,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3022",2024-01-01,"EXPMANCA",12003.866581,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3023",2024-02-01,"EXPMANCA",11789.713735,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3024",2024-03-01,"EXPMANCA",13239.199001,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3025",2024-04-01,"EXPMANCA",12516.07383,2024-06-09,2024-06-09,"Mil. of $",NA,"commodities,exports,goods,manufacturing","NSA","ca,usa","state","Exports of Goods: Manufactured Commodities for California","Exports of manufactured commodities based on origin of movement.

Includes NAICS-Based Product Codes 31-33."
"3026",1995-08-01,"EXPNONCA",453.9,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3027",1995-09-01,"EXPNONCA",399,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3028",1995-10-01,"EXPNONCA",468,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3029",1995-11-01,"EXPNONCA",433.6,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3030",1995-12-01,"EXPNONCA",467.1,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3031",1996-01-01,"EXPNONCA",407.6,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3032",1996-02-01,"EXPNONCA",403.1,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3033",1996-03-01,"EXPNONCA",367,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3034",1996-04-01,"EXPNONCA",435,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3035",1996-05-01,"EXPNONCA",413,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3036",1996-06-01,"EXPNONCA",409.3,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3037",1996-07-01,"EXPNONCA",401.1,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3038",1996-08-01,"EXPNONCA",373.8,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3039",1996-09-01,"EXPNONCA",424.3,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3040",1996-10-01,"EXPNONCA",465.2,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3041",1996-11-01,"EXPNONCA",409.6,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3042",1996-12-01,"EXPNONCA",405.5,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3043",1997-01-01,"EXPNONCA",360.4,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3044",1997-02-01,"EXPNONCA",377.9,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3045",1997-03-01,"EXPNONCA",385.3,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3046",1997-04-01,"EXPNONCA",377.1,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3047",1997-05-01,"EXPNONCA",439,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3048",1997-06-01,"EXPNONCA",434.2,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3049",1997-07-01,"EXPNONCA",453.3,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3050",1997-08-01,"EXPNONCA",439.6,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3051",1997-09-01,"EXPNONCA",427.6,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3052",1997-10-01,"EXPNONCA",467.9,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3053",1997-11-01,"EXPNONCA",439,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3054",1997-12-01,"EXPNONCA",389.7,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3055",1998-01-01,"EXPNONCA",362.8,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3056",1998-02-01,"EXPNONCA",361.8,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3057",1998-03-01,"EXPNONCA",419.5,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3058",1998-04-01,"EXPNONCA",387.2,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3059",1998-05-01,"EXPNONCA",391.6,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3060",1998-06-01,"EXPNONCA",385.7,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3061",1998-07-01,"EXPNONCA",344.9,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3062",1998-08-01,"EXPNONCA",334.1,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3063",1998-09-01,"EXPNONCA",347,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3064",1998-10-01,"EXPNONCA",395.1,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3065",1998-11-01,"EXPNONCA",398.6,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3066",1998-12-01,"EXPNONCA",383,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3067",1999-01-01,"EXPNONCA",481.8,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3068",1999-02-01,"EXPNONCA",451,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3069",1999-03-01,"EXPNONCA",490.8,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3070",1999-04-01,"EXPNONCA",444.6,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3071",1999-05-01,"EXPNONCA",481.7,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
"3072",1999-06-01,"EXPNONCA",505.5,2024-06-09,2024-06-09,"Mil. of $",NA,"nonmanufactured,commodities,exports,goods","NSA","ca,usa","state","Exports of Goods: Non-Manufactured Commodities for California","Exports of non-manufactured commodities based on origin of movement.

All NAICS-Based Product Codes excluding 31-33."
